hostname,pl_letter,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name
"Kepler-1538","b","Transit",175.14020053,0.00001635,-0.00001635,,,,,,,,,,,,,,,,1125.3000000,1.04,,,0.90,,,,
"Kepler-1539","b","Transit",133.30380736,0.00051966,-0.00051966,,,,,,,,,,,,,,,,748.3260000,0.84,,,0.81,,,,
"Kepler-1539","b","Transit",133.30324700,0.00133400,-0.00133400,0.476500,,,0.000000,,,89.970,,,,,,,,,748.3260000,0.81,0.05,-0.03,0.86,0.04,-0.08,,
"Kepler-1540","b","Transit",125.41311770,0.00041890,-0.00041890,0.419800,,,0.000000,,,89.950,,,,,,,,,244.9600000,0.63,0.06,-0.06,0.64,0.05,-0.06,,
"CoRoT-29","b","Transit",2.85057000,0.00000600,-0.00000600,0.039000,0.001800,-0.002000,0.120000,,,87.300,2.700,-2.700,0.84000,0.13000,-0.12000,0.900,0.160,-0.160,806.5070000,0.97,0.14,-0.14,0.90,0.12,-0.12,,
"Kepler-1425","b","Transit",14.45413020,0.00016210,-0.00016210,,,,,,,,,,,,,0.084,0.017,-0.012,863.8730000,0.97,0.07,-0.07,0.95,0.16,-0.09,,
"HAT-P-29","b","Transit",5.72337730,0.00000720,-0.00000720,,,,,,,,,,,,,,,,313.5760000,1.14,0.16,-0.16,1.23,0.09,-0.06,,
"Kepler-462","c","Transit",207.62000000,0.03000000,-0.01000000,,,,0.110000,0.050000,-0.020000,,,,0.01888,0.03398,-0.01542,0.357,0.018,-0.018,596.6250000,1.59,0.08,-0.08,1.57,0.08,-0.06,,
"HAT-P-31","b","Transit",5.00542500,0.00009100,-0.00009200,0.055000,0.015000,-0.015000,0.245000,0.004500,-0.004500,87.100,1.800,-2.700,2.17100,0.10500,-0.07700,1.070,0.240,-0.160,344.0500000,1.22,0.09,,1.36,0.27,,,
"HAT-P-4","b","Transit",3.05651950,0.00000250,-0.00000250,0.044650,0.001410,-0.000820,,,,89.200,0.800,-1.500,0.68000,0.04600,-0.03000,1.337,0.079,-0.036,320.4510000,1.27,0.12,-0.07,1.60,0.12,-0.04,,
"HAT-P-5","b","Transit",2.78847320,0.00000040,-0.00000040,0.040970,0.000970,-0.001890,,,,86.160,,,,,,1.211,0.026,-0.018,303.3360000,1.04,0.29,-0.29,1.12,0.09,-0.09,,
"EPIC 220674823","b","Transit",0.57133600,0.00002000,-0.00002000,0.013120,0.000140,-0.000140,,,,80.200,7.000,-12.700,0.02832,0.00503,-0.00503,0.162,0.018,-0.012,244.5900000,0.92,0.03,-0.03,0.95,0.05,-0.05,,
"HD 106315","b","Transit",9.55804000,0.00165000,-0.00170000,,,,,,,,,,,,,0.207,0.012,-0.007,109.3530000,1.33,0.26,-0.16,1.24,0.06,-0.05,"HD 106315",
"Kepler-150","f","Transit",637.20930000,0.01690000,-0.01540000,1.240000,0.290000,-0.450000,,,,90.000,0.190,-0.190,,,,0.325,0.046,-0.035,891.0920000,0.97,,,0.91,,,,
"Qatar-3","b","Transit",2.50789520,0.00000320,-0.00000320,,,,,,,,,,,,,,,,735.6010000,1.19,0.24,-0.18,1.73,0.18,-0.19,,
"Kepler-1571","b","Transit",3.38555488,0.00001595,-0.00001595,,,,,,,,,,,,,0.136,0.061,-0.030,675.3030000,1.23,0.25,-0.16,1.39,0.62,-0.30,,
"Kepler-1571","b","Transit",3.38556402,0.00001583,-0.00001583,,,,,,,,,,,,,,,,675.3030000,0.99,,,1.33,,,,
"Kepler-1572","b","Transit",5.49548621,0.00002920,-0.00002920,0.061400,,,0.000000,,,89.380,,,,,,,,,946.6020000,1.02,0.24,-0.13,1.39,0.71,-0.34,,
"Kepler-1573","b","Transit",2.61576515,0.00001619,-0.00001619,,,,,,,,,,,,,,,,1455.3600000,1.02,,,1.23,,,,
"Kepler-1574","b","Transit",6.94245216,0.00005042,-0.00005042,,,,,,,,,,,,,,,,1384.1600000,1.02,,,1.22,,,,
"Kepler-1245","c","Transit",2.93658795,0.00000920,-0.00000920,0.037200,,,0.000000,,,82.320,,,,,,,,,805.9360000,0.80,0.12,-0.06,0.91,0.21,-0.14,,
"Kepler-1254","c","Transit",3.60084276,0.00001900,-0.00001900,0.042500,,,0.000000,,,88.240,,,,,,,,,622.8180000,0.79,0.10,-0.07,0.76,0.14,-0.06,,
"Kepler-1254","c","Transit",3.60084276,0.00001900,-0.00001900,0.042500,,,0.000000,,,88.240,,,,,,,,,622.8180000,0.79,0.10,-0.07,0.76,0.14,-0.06,,
"Kepler-1577","b","Transit",6.30560247,0.00003666,-0.00003666,,,,,,,,,,,,,0.101,0.004,-0.010,510.0290000,0.78,0.04,-0.04,0.74,0.03,-0.03,,
"Kepler-1577","b","Transit",6.30558387,0.00006536,-0.00006536,,,,,,,,,,,,,,,,510.0290000,0.75,,,0.75,,,,
"KOI-1783","c","Transit",284.04230000,0.00200000,-0.00200000,0.877000,,,0.000000,,,89.380,,,,,,,,,865.7300000,1.11,0.09,-0.09,1.03,0.37,-0.37,,
"KOI-351","c","Transit",8.71980135,0.00002988,-0.00002988,,,,,,,,,,,,,,,,848.2540000,1.12,,,1.25,,,,
"Kepler-1350","c","Transit",1.76678951,0.00000677,-0.00000677,,,,,,,,,,,,,,,,340.6910000,0.53,0.02,-0.02,0.53,0.02,-0.02,,
"Kepler-354","c","Transit",16.93477480,0.00017220,-0.00017220,0.115000,,,0.000000,,,89.380,,,,,,,,,554.0640000,0.70,0.07,-0.06,0.71,0.06,-0.06,,
"Kepler-389","c","Transit",14.51143000,0.00030500,-0.00030500,0.110000,,,,,,,,,,,,0.130,0.067,-0.067,816.5590000,,,,0.79,0.40,-0.40,,
"Kepler-1454","b","Transit",47.03194790,0.00066950,-0.00066950,0.239300,,,0.000000,,,89.380,,,,,,,,,780.5660000,0.82,0.10,-0.08,0.76,0.27,-0.06,,
"KIC 5437945","c","Transit",220.14291300,0.00128900,-0.00128900,,,,,,,,,,,,,,,,1274.0100000,1.10,,,1.95,,,,
"Kepler-1625","b","Transit",287.37894900,0.00298300,-0.00298300,0.811000,,,0.000000,,,89.950,,,,,,,,,2310.1100000,0.86,0.11,-0.08,0.84,0.37,-0.08,,
"Kepler-1627","b","Transit",7.20283653,0.00008773,-0.00008773,0.064300,,,0.000000,,,89.380,,,,,,,,,317.4370000,0.68,0.12,-0.04,0.72,0.17,-0.07,,
"EPIC 211822797","b","Transit",21.16987000,0.00175000,-0.00171000,,,,,,,89.700,,,,,,0.178,0.010,-0.010,186.1970000,0.59,0.02,-0.02,0.60,0.02,-0.02,,
"Kepler-1628","b","Transit",76.37803300,0.00183300,-0.00183300,,,,,,,,,,,,,0.574,0.084,-0.045,,0.55,0.04,-0.03,0.52,0.04,-0.03,,
"CoRoT-7","b","Transit",0.85359159,0.00000057,-0.00000057,0.017016,0.000170,-0.000036,0.000000,,,80.780,0.510,-0.230,0.01800,0.00300,-0.00300,0.141,0.006,-0.006,159.9060000,0.91,0.02,-0.02,0.82,0.02,-0.02,,
"CoRoT-17","b","Transit",3.76810000,0.00030000,-0.00030000,0.048100,0.001110,-0.000720,,,,89.300,0.700,-4.900,2.46000,0.26000,-0.24000,1.007,0.345,-0.092,1176.1200000,1.04,0.07,-0.05,1.62,0.47,-0.13,,
"K2-5","b","Transit",5.73594000,0.00064000,-0.00064000,0.053200,0.003800,-0.003800,,,,87.350,1.880,-3.370,,,,0.170,0.039,-0.039,202.9430000,0.61,0.13,-0.13,0.57,0.12,-0.12,,
"K2-239","b","Transit",5.24000000,0.00100000,-0.00100000,0.044100,0.000800,-0.000800,,,,88.990,0.680,-0.870,,,,0.098,0.009,-0.009,31.0849000,0.40,0.01,-0.01,0.36,0.01,-0.01,,
"K2-133","d","Transit",11.02340000,0.00080000,-0.00030000,0.077000,0.005000,-0.005000,,,,89.520,0.150,-0.060,,,,0.180,0.012,-0.012,75.1703000,0.51,0.03,-0.03,0.47,0.03,-0.03,,
"K2-121","b","Transit",5.18575900,0.00001400,-0.00001400,,,,,,,89.027,0.568,-0.538,,,,0.682,0.033,-0.026,169.3980000,0.73,0.02,-0.02,0.69,0.02,-0.02,,
"K2-157","b","Transit",0.36525700,0.00002900,-0.00002900,,,,,,,76.711,9.693,-18.255,,,,0.090,0.010,-0.010,298.3730000,,,,0.88,0.05,-0.03,,
"Kepler-185","c","Transit",20.72913358,0.00006671,-0.00006671,0.138100,,,0.000000,,,89.950,,,,,,,,,466.7350000,0.81,0.10,-0.07,0.79,0.19,-0.07,,
"Kepler-413","b","Transit",66.26200000,0.02400000,-0.02100000,0.355300,0.002000,-0.001800,0.118100,0.001800,-0.001700,89.929,0.024,-0.016,0.21100,0.06900,-0.06600,0.388,0.009,-0.009,847.5360000,0.82,0.01,-0.01,0.78,0.01,-0.01,,
"HAT-P-49","b","Transit",2.69154800,0.00000600,-0.00000600,0.043780,0.000480,-0.000490,0.120000,,,86.200,1.700,-1.700,1.77000,0.22000,-0.22000,1.413,0.130,-0.077,350.3510000,1.54,0.05,-0.05,1.83,0.14,-0.08,"HD 340099",
"WASP-73","b","Transit",4.08722000,0.00022000,-0.00022000,,,,0.000000,,,87.400,2.100,-2.100,2.86000,0.92000,-0.92000,1.420,0.220,-0.220,316.6780000,2.52,1.22,-1.22,2.55,0.38,-0.38,"HD 202678",
"HAT-P-44","b","Transit",4.30118860,0.00000100,-0.00000100,,,,,,,,,,,,,,,,347.8500000,0.86,0.12,-0.10,1.03,0.06,-0.08,,
"Kepler-1649","b","Transit",8.68907042,0.00003255,-0.00003255,0.037800,,,0.000000,,,89.950,,,,,,,,,92.1913000,0.10,0.00,0.00,0.12,0.00,0.00,,
"HAT-P-45","b","Transit",3.12899230,0.00000140,-0.00000140,,,,,,,,,,,,,,,,298.6400000,0.99,0.11,-0.14,1.45,0.07,-0.08,,
"CoRoT-24","c","Transit",11.75900000,0.00630000,-0.00630000,0.098000,0.003000,-0.003000,0.000000,,,89.000,1.000,-1.600,0.08800,0.03500,-0.03500,0.440,0.040,-0.040,591.5550000,0.91,0.09,-0.09,0.86,0.09,-0.09,,
"Kepler-1254","d","Transit",5.72717226,0.00002908,-0.00002908,0.058000,,,0.000000,,,89.380,,,,,,,,,622.8180000,0.79,0.10,-0.07,0.76,0.14,-0.06,,
"Kepler-1580","b","Transit",56.64445200,0.00106000,-0.00106000,0.323000,,,0.000000,,,88.470,,,,,,,,,1002.0200000,1.40,0.19,-0.16,2.29,0.42,-0.52,,
"Kepler-436","b","Transit",64.00196690,0.00062150,-0.00062150,,,,,,,,,,,,,,,,588.8670000,0.71,,,0.71,,,,
"Kepler-1584","b","Transit",13.39942875,0.00011945,-0.00011945,,,,,,,,,,,,,,,,1416.3100000,1.12,,,1.23,,,,
"Kepler-391","c","Transit",20.48543500,0.00039300,-0.00039300,0.161000,,,,,,,,,,,,0.316,0.077,-0.077,869.2360000,,,,3.57,0.85,-0.85,,
"Kepler-1585","b","Transit",3.58273837,0.00002315,-0.00002315,,,,,,,,,,,,,,,,944.4650000,0.88,,,0.75,,,,
"Kepler-1586","b","Transit",15.60484100,0.00013340,-0.00013340,,,,,,,,,,,,,,,,552.5500000,1.19,0.19,-0.15,1.07,0.05,-0.04,,
"Kepler-1623","b","Transit",4.36128348,0.00002698,-0.00002698,0.053300,,,0.000000,,,88.240,,,,,,,,,837.4810000,1.06,0.18,-0.13,0.96,0.42,-0.08,,
"Kepler-450","d","Transit",7.51450475,0.00003821,-0.00003821,,,,,,,,,,,,,,,,455.9820000,1.19,0.20,-0.14,1.64,0.08,-0.11,,
"Kepler-1444","b","Transit",33.42035034,0.00009305,-0.00009305,,,,,,,,,,,,,0.194,0.037,-0.017,319.6750000,1.03,0.04,-0.04,1.05,0.12,-0.08,,
"Kepler-1445","b","Transit",10.60052083,0.00008867,-0.00008867,0.094800,,,0.000000,,,86.660,,,,,,,,,506.3570000,1.01,0.09,-0.08,1.30,0.21,-0.26,,
"Kepler-1446","b","Transit",0.68996787,0.00000128,-0.00000128,,,,,,,,,,,,,,,,152.0750000,0.77,0.10,-0.09,0.69,0.05,-0.06,,
"Kepler-1447","b","Transit",56.67466525,0.00000666,-0.00000666,,,,,,,,,,,,,,,,890.2960000,1.00,,,1.00,,,,
"Kepler-1447","b","Transit",56.67466660,0.00041510,-0.00041510,,,,,,,,,,,,,,,,890.2960000,1.00,,,1.00,,,,
"Kepler-1448","b","Transit",12.27065865,0.00005885,-0.00005885,0.105800,,,0.000000,,,89.950,,,,,,,,,768.9030000,1.05,0.17,-0.13,0.97,0.39,-0.09,,
"Kepler-1587","b","Transit",9.40604670,0.00013760,-0.00013760,,,,,,,,,,,,,0.119,0.042,-0.021,1026.4800000,1.08,0.06,-0.04,1.22,0.19,-0.15,,
"Kepler-1588","b","Transit",,,,,,,,,,,,,,,,0.105,0.010,-0.006,924.1410000,,,,1.44,0.07,-0.06,,
"Kepler-1590","b","Transit",7.61764438,0.00007474,-0.00007474,,,,,,,,,,,,,,,,771.1520000,1.11,,,0.99,,,,
"Kepler-1590","b","Transit",7.61760804,0.00004334,-0.00004334,0.077200,,,0.000000,,,89.380,,,,,,,,,771.1520000,1.05,0.23,-0.12,1.07,0.54,-0.11,,
"Kepler-1628","b","Transit",76.37803300,0.00183300,-0.00183300,0.295600,,,0.000000,,,89.950,,,,,,,,,,0.59,0.04,-0.07,0.59,0.03,-0.08,,
"Kepler-1630","b","Transit",509.99740200,0.00325600,-0.00325600,,,,,,,,,,,,,0.195,0.018,-0.009,331.2130000,0.66,0.05,-0.03,0.63,0.05,-0.02,,
"Kepler-1632","b","Transit",224.15092300,0.00179400,-0.00179400,,,,,,,,,,,,,,,,716.7600000,1.10,0.15,-0.12,1.49,0.07,-0.07,,
"Kepler-1641","b","Transit",19.67226600,0.00111000,-0.00111000,,,,,,,,,,,,,0.277,0.101,-0.052,860.3700000,1.12,0.16,-0.12,1.19,0.40,-0.19,,
"Kepler-1606","b","Transit",196.43522400,0.00393500,-0.00393500,,,,,,,,,,,,,0.185,0.021,-0.013,831.2870000,0.90,0.04,-0.04,0.86,0.08,-0.05,,
"Kepler-1606","b","Transit",196.43744926,0.00001156,-0.00001156,,,,,,,,,,,,,,,,831.2870000,0.94,,,0.83,,,,
"Kepler-1606","b","Transit",196.43522400,0.00393500,-0.00393500,0.637500,,,0.000000,,,89.950,,,,,,,,,831.2870000,0.90,0.09,-0.09,0.82,0.29,-0.06,,
"Kepler-444","c","Transit",4.54586982,0.00001253,-0.00001253,,,,,,,,,,,,,,,,36.4396000,0.84,0.12,-0.07,0.80,0.04,-0.04,,"HIP 94931"
"Kepler-444","d","Transit",6.18940639,0.00001275,-0.00001275,0.056200,,,0.000000,,,89.380,,,,,,,,,36.4396000,0.62,0.05,-0.04,0.59,0.06,-0.04,,"HIP 94931"
"Kepler-444","e","Transit",,,,,,,,,,,,,,,,0.064,0.004,-0.003,36.4396000,,,,0.83,0.04,-0.03,,"HIP 94931"
"Kepler-444","e","Transit",7.74347801,0.00003085,-0.00003085,,,,,,,,,,,,,,,,36.4396000,0.84,0.12,-0.07,0.80,0.04,-0.04,,"HIP 94931"
"Kepler-1451","b","Transit",35.62223300,0.00020980,-0.00020980,0.209700,,,0.000000,,,88.240,,,,,,,,,1058.7200000,0.97,0.10,-0.11,0.87,0.33,-0.07,,
"K2-62","c","Transit",16.19660000,0.00120000,-0.00120000,,,,,,,,,,,,,0.191,0.020,-0.020,112.4670000,,,,0.73,0.05,-0.05,,
"K2-116","b","Transit",4.65567820,,,,,,,,,,,,,,,0.073,,,49.3855000,,,,0.66,,,,"HIP 110620"
"K2-69","b","Transit",7.06599000,0.00050000,-0.00050000,0.059100,0.002500,-0.002500,,,,,,,,,,0.207,0.032,-0.032,180.6970000,0.55,0.07,-0.07,0.49,0.07,-0.07,,
"K2-69","b","Transit",7.06588740,,,,,,,,,,,,,,,0.274,,,180.6970000,,,,0.61,,,,
"K2-70","b","Transit",13.97896000,0.00095000,-0.00095000,,,,,,,,,,,,,0.258,0.042,-0.042,232.9640000,,,,0.93,0.14,-0.14,,
"K2-71","b","Transit",6.98541000,0.00075000,-0.00075000,0.055900,0.002500,-0.002500,,,,,,,,,,0.192,0.029,-0.029,153.1920000,0.48,0.06,-0.06,0.43,0.05,-0.05,,
"K2-71","b","Transit",6.98627940,,,,,,,,,,,,,,,0.296,,,153.1920000,,,,0.57,,,,
"Kepler-1641","c","Transit",,,,,,,,,,,,,,,,0.238,0.022,-0.018,860.3700000,,,,1.06,0.08,-0.07,,
"Kepler-1642","b","Transit",12.20575130,0.00051010,-0.00051010,0.101600,,,0.000000,,,89.380,,,,,,,,,413.8730000,0.94,0.18,-0.08,1.51,1.14,-0.61,,
"Kepler-1642","c","Transit",,,,,,,,,,,,,,,,0.220,0.020,-0.019,413.8730000,,,,0.78,0.06,-0.05,,
"Kepler-1643","b","Transit",5.34264507,0.00002177,-0.00002177,0.053100,,,0.000000,,,89.380,,,,,,,,,341.7740000,0.70,0.10,-0.06,0.67,0.11,-0.05,,
"Kepler-1482","b","Transit",12.25383217,0.00008407,-0.00008407,0.092800,,,0.000000,,,89.380,,,,,,,,,567.5560000,0.71,0.10,-0.05,0.69,0.12,-0.05,,
"Kepler-708","b","Transit",3.16789194,0.00000384,-0.00000384,0.042600,,,0.000000,,,87.660,,,,,,,,,1394.2200000,1.03,0.13,-0.13,0.94,0.37,-0.08,,
"Kepler-849","b","Transit",394.61070000,0.00350000,-0.00350000,1.129000,,,0.000000,,,89.380,,,,,,,,,822.1340000,1.23,0.09,-0.09,1.65,0.22,-0.22,,
"K2-35","b","Transit",2.39984000,0.00039000,-0.00039000,0.032000,0.000500,-0.000500,,,,86.100,2.670,-4.430,,,,0.125,0.015,-0.015,252.5960000,0.76,0.04,-0.04,0.72,0.04,-0.04,,
"K2-47","b","Transit",31.63720000,0.00880000,-0.00880000,0.177900,0.001600,-0.001600,,,,,,,,,,0.169,0.023,-0.023,349.8810000,0.75,0.02,-0.02,0.76,0.03,-0.03,,
"K2-36","c","Transit",5.34059000,0.00010000,-0.00010000,0.055500,0.000900,-0.000900,,,,88.330,1.190,-1.630,,,,0.250,0.038,-0.028,109.7490000,0.80,0.04,-0.04,0.74,0.04,-0.04,,
"K2-36","c","Transit",5.34072000,0.00011000,-0.00011000,,,,,,,,,,,,,0.236,0.021,-0.021,109.7490000,,,,0.75,0.02,-0.02,,
"K2-24","c","Transit",42.36342000,0.00063000,-0.00063000,0.247100,0.004100,-0.004100,,,,89.430,0.260,-0.170,,,,0.723,0.073,-0.073,170.5620000,1.12,0.06,-0.06,1.21,0.12,-0.12,,
"K2-52","b","Transit",3.53539750,,,,,,,,,,,,,,,0.177,,,1038.4100000,,,,0.23,,,,
"K2-37","c","Transit",6.42973000,0.00043000,-0.00043000,,,,,,,,,,,,,0.236,0.021,-0.021,179.9430000,,,,0.87,0.05,-0.05,,
"K2-37","c","Transit",6.43032491,,,,,,,,,,,,,,,,,,179.9430000,0.81,0.11,-0.08,0.86,0.07,-0.05,,
"K2-53","b","Transit",12.20763200,,,,,,,,,,,,,,,0.220,,,138.0180000,,,,0.72,,,,
"K2-73","b","Transit",7.49500000,0.00840000,-0.00690000,,,,,,,86.700,2.400,-2.900,,,,,,,269.1830000,1.06,0.14,-0.11,1.06,0.05,-0.04,,
"K2-28","b","Transit",2.26044390,,,,,,,,,,,,,,,0.143,,,62.9969000,,,,0.18,,,,
"K2-75","b","Transit",7.81420000,0.00210000,-0.00210000,,,,,,,,,,,,,0.238,0.029,-0.029,561.9300000,,,,1.56,0.15,-0.15,,
"K2-72","e","Transit",24.15872000,0.00372000,-0.00386000,,,,,,,89.690,,,,,,0.115,0.012,-0.012,66.4321000,0.31,0.02,-0.02,0.33,0.01,-0.01,,
"Kepler-92","d","Transit",49.35680000,0.00240000,-0.00240000,,,,0.070000,0.340000,-0.040000,,,,,,,0.184,0.005,-0.005,477.9920000,1.07,0.14,-0.13,1.82,0.13,-0.05,,
"Kepler-1226","b","Transit",17.29234530,0.00011870,-0.00011870,0.132300,,,0.000000,,,89.380,,,,,,,,,1125.7200000,1.03,0.15,-0.13,0.96,0.38,-0.09,,
"Kepler-796","b","Transit",6.40087618,0.00002313,-0.00002313,0.069700,,,0.000000,,,89.950,,,,,,,,,817.5840000,1.10,0.21,-0.14,1.88,0.55,-0.44,,
"Kepler-25","c","Transit",12.72036780,0.00000350,-0.00000350,,,,0.010000,0.070000,-0.010000,,,,,,,0.460,0.005,-0.005,243.2490000,1.20,0.21,-0.14,1.48,0.08,-0.10,,
"Kepler-780","b","Transit",0.67737516,0.00000125,-0.00000125,0.014900,,,0.000000,,,88.240,,,,,,,,,557.6520000,0.95,0.07,-0.06,1.10,0.19,-0.13,,
"Kepler-174","d","Transit",247.35426500,0.00139600,-0.00139600,0.644800,,,0.000000,,,89.950,,,,,,,,,384.7570000,0.58,0.03,-0.02,0.59,0.03,-0.03,,
"Kepler-205","b","Transit",2.75563710,0.00000172,-0.00000172,0.030700,,,0.000000,,,85.940,,,,,,,,,159.7200000,0.51,0.06,-0.06,0.48,0.06,-0.06,,
"Kepler-614","b","Transit",14.03483200,0.00009200,-0.00009200,0.105000,,,0.000000,,,87.090,,,,,,,,,527.9950000,0.79,0.14,-0.14,0.84,0.67,-0.67,,
"Kepler-185","c","Transit",20.72913358,0.00006671,-0.00006671,0.138100,,,0.000000,,,89.950,,,,,,,,,466.7350000,0.81,0.10,-0.07,0.79,0.19,-0.07,,
"Kepler-26","e","Transit",46.82767725,0.00009794,-0.00009794,0.206800,,,0.000000,,,89.870,,,,,,,,,335.3070000,0.54,0.04,-0.03,0.54,0.03,-0.04,,
"Kepler-207","d","Transit",5.86805000,0.00002000,-0.00002000,0.065000,,,0.000000,,,83.650,,,,,,,,,875.5190000,1.04,0.09,-0.09,1.10,0.43,-0.43,,
"K2-269","b","Transit",4.14539800,0.00103200,-0.00081800,,,,,,,86.720,2.371,-5.183,,,,0.110,0.020,-0.020,360.7600000,,,,1.31,0.22,-0.16,,
"Kepler-1030","b","Transit",19.32960000,0.00020000,-0.00020000,0.128000,,,0.000000,,,88.810,,,,,,,,,758.7020000,0.76,0.03,-0.03,0.67,0.11,-0.11,,
"Kepler-981","b","Transit",4.46975464,0.00000812,-0.00000812,0.053500,,,0.000000,,,88.320,,,,,,,,,878.0820000,1.02,0.12,-0.14,0.93,0.28,-0.09,,
"HD 17156","b","Radial Velocity",21.21639800,0.00001600,-0.00001600,0.162780,0.000760,-0.000760,0.670300,0.001400,-0.001300,86.490,0.240,-0.200,3.23500,0.03200,-0.03200,1.087,0.007,-0.007,78.0863000,1.27,0.02,-0.02,1.50,0.01,-0.01,"HD 17156","HIP 13192"
"KOI-94","d","Transit",22.34298900,0.00000670,-0.00000670,0.168400,0.002200,-0.002200,0.022000,0.038000,-0.038000,89.871,0.123,-0.123,0.33400,0.03500,-0.03500,1.005,0.095,-0.095,477.0520000,1.28,0.05,-0.05,1.52,0.14,-0.14,,
"Kepler-15","b","Transit",4.94278327,0.00000093,-0.00000093,0.059000,,,0.000000,,,86.520,,,,,,,,,739.4120000,1.13,0.03,-0.03,1.09,0.08,-0.08,,
"K2-21","c","Transit",15.50116000,0.00090000,-0.00090000,0.098000,0.002600,-0.002600,,,,,,,,,,0.136,0.012,-0.012,83.6448000,0.52,0.04,-0.04,0.46,0.03,-0.03,,
"K2-220","b","Transit",13.68251100,0.00072100,-0.00068600,,,,,,,88.883,0.799,-1.882,,,,0.198,0.024,-0.013,233.5140000,0.96,0.03,-0.03,0.93,0.09,-0.04,,
"K2-131","b","Transit",0.36931100,0.00000800,-0.00000900,,,,,,,76.935,9.321,-17.005,,,,0.160,0.020,-0.010,152.5090000,,,,0.77,0.03,-0.03,,
"WASP-47","e","Transit",0.79000000,,,,,,,,,,,,0.02174,0.00255,-0.00261,0.158,0.004,-0.004,264.7800000,1.01,0.05,-0.05,1.12,0.03,-0.03,,
"K2-34","b","Transit",2.99562900,0.00000600,-0.00000600,0.046500,0.004600,-0.004700,0.054000,,,82.230,0.190,-0.190,1.69800,0.06100,-0.05000,1.377,0.140,-0.130,348.6460000,1.23,0.06,-0.04,1.58,0.16,-0.15,,
"K2-34","b","Transit",2.99564600,0.00000600,-0.00000600,,,,,,,83.232,0.275,-0.243,,,,1.250,0.180,-0.170,348.6460000,,,,1.45,0.21,-0.20,,
"WASP-126","b","Transit",3.28887000,0.00014500,-0.00014500,,,,,,,,,,,,,,,,216.5260000,,,,1.24,0.06,-0.06,,
"WASP-120","b","Transit",3.61127060,0.00000430,-0.00000430,0.051400,0.000700,-0.000700,0.057000,0.022000,-0.018000,82.540,0.780,-0.780,4.85000,0.21000,-0.21000,1.473,0.096,-0.096,381.1740000,1.39,0.06,-0.06,1.87,0.11,-0.11,,
"WASP-157","b","Transit",3.95162600,0.00000800,-0.00000900,,,,,,,85.090,0.304,-0.277,,,,0.960,0.090,-0.060,334.0370000,,,,1.04,0.09,-0.05,,
"HIP 41378","d","Transit",48.10000000,,,,,,,,,,,,,,,,,,106.2890000,1.14,0.03,-0.03,1.35,0.03,-0.03,,"HIP 41378"
"Kepler-1593","b","Transit",174.50983500,0.00185200,-0.00185200,0.483900,,,0.000000,,,89.950,,,,,,,,,638.2490000,0.49,0.03,-0.05,0.46,0.04,-0.05,,
"Kepler-1593","b","Transit",174.51027600,0.00214800,-0.00214800,,,,,,,,,,,,,,,,638.2490000,0.72,,,0.72,,,,
"WASP-94 A","b","Transit",3.95019000,0.00000400,-0.00000400,,,,0.000000,,,88.700,0.700,-0.700,0.50000,0.13000,-0.13000,1.580,0.130,-0.130,211.2110000,1.67,0.64,-0.64,1.48,0.12,-0.12,,
"WASP-94 A","b","Transit",3.95019070,0.00000370,-0.00000370,0.055400,0.001100,-0.001200,0.064000,,,88.700,0.700,-0.700,0.45600,0.03600,-0.03400,1.720,0.060,-0.050,211.2110000,1.45,0.09,-0.09,1.62,0.05,-0.05,,
"Kepler-445","d","Transit",,,,,,,,,,,,,,,,0.352,0.029,-0.036,127.2010000,,,,0.30,0.01,-0.01,,
"WASP-82","b","Transit",2.70579000,0.00000200,-0.00000200,,,,0.000000,,,87.900,1.650,-1.650,1.17000,0.20000,-0.20000,1.620,0.130,-0.130,275.6640000,1.48,0.37,-0.37,2.10,0.16,-0.16,,
"K2-3","b","Transit",10.05454000,0.00003000,-0.00003000,0.077700,0.002400,-0.002600,,,,,,,0.02077,0.00346,-0.00346,0.204,0.021,-0.021,44.0727000,0.62,0.06,-0.06,0.60,0.06,-0.06,,
"K2-3","b","Transit",10.05176778,,,,,,,,,,,,,,,,,,44.0727000,0.55,0.02,-0.02,0.55,0.02,-0.02,,
"Kepler-1612","b","Transit",3.91795101,0.00002727,-0.00002727,,,,,,,,,,,,,0.092,0.016,-0.010,764.7260000,0.96,0.05,-0.05,0.94,0.16,-0.07,,
"Kepler-1612","b","Transit",3.91794676,0.00002674,-0.00002674,,,,,,,,,,,,,,,,764.7260000,0.96,,,0.90,,,,
"Kepler-1613","b","Transit",1.51856913,0.00001305,-0.00001305,,,,,,,,,,,,,,,,1508.3300000,1.11,,,1.92,,,,
"KIC 3558849","b","Transit",1322.30000000,386.10000000,-11.20000000,,,,,,,89.973,0.023,-0.031,,,,0.616,0.089,-0.080,1215.7000000,0.98,0.11,-0.11,1.01,0.11,-0.11,,
